timestamp_ns,bid,ask,mid,spread,last_price,last_qty
10522260853,9916,10039,9977,123,10039,6
10622553224,9916,10039,9977,123,10039,6
10722730448,10017,10039,10028,22,10039,6
10822922553,9872,9889,9880,17,9916,31
10923215245,9872,10052,9962,180,10052,38
11023502050,9872,10052,9962,180,10052,38
11123821143,9863,10052,9957,189,9863,38
11224147868,9863,10029,9946,166,9863,38
11324482486,9863,10029,9946,166,9863,38
11424772580,9863,10029,9946,166,9863,38
11525050569,9863,10029,9946,166,9863,38
11625286921,9862,10029,9945,167,9862,8
11725633356,9862,10029,9945,167,9862,8
11825911424,9862,10029,9945,167,9862,8
11926238778,9862,10029,9945,167,9862,8
12026585143,9967,10029,9998,62,9862,8
12126758980,9967,10029,9998,62,10029,34
12226970709,9858,10029,9943,171,9858,28
12327314030,9858,10029,9943,171,9858,28
12427611985,9858,10023,9940,165,9858,28
12527907087,9887,10023,9955,136,9858,28
12628193557,9887,10023,9955,136,9858,28
12728475502,9887,10023,9955,136,10023,45
12828677709,9887,10023,9955,136,10023,32
12928943836,9887,10034,9960,147,10034,28
13029117437,9858,9874,9866,16,9887,43
13129291113,9858,9874,9866,16,9887,43
13229483516,9858,9874,9866,16,9887,43
13329665190,9858,9874,9866,16,9887,43
13429864002,9858,9874,9866,16,9887,43
13530161509,9858,9874,9866,16,9858,40
13630415831,9858,9874,9866,16,9858,40
13730603278,9858,9874,9866,16,9858,40
13830780728,9858,9876,9867,18,9876,26
13930922033,9859,9876,9867,17,9876,26
14031215138,9859,9876,9867,17,9876,24
14131548559,9859,9915,9887,56,9915,33
14231749840,10051,10052,10051,1,10034,7
14331943749,10051,10052,10051,1,10051,51
14432292189,10051,10052,10051,1,10051,51
14532628020,9859,10003,9931,144,10051,7
14632827855,9859,10003,9931,144,10051,7
14733028343,9855,10003,9929,148,9855,13
14833424967,9966,10003,9984,37,9855,13
14933598974,9966,10003,9984,37,9966,11
15033789631,9966,10053,10009,87,10053,10
15133990641,9966,10053,10009,87,10053,10
15234193614,9966,10053,10009,87,10053,10
15334543345,9966,9968,9967,2,10053,10
15434721654,9966,9968,9967,2,9968,66
15535076984,9966,10068,10017,102,10054,28
15635452968,9966,10068,10017,102,10068,58
15735650238,9974,10068,10021,94,10068,58
15835799813,9974,10068,10021,94,10068,58
15936066279,10028,10068,10048,40,10068,58
16036400801,10028,10068,10048,40,10068,58
16136737867,10028,10068,10048,40,10068,58
16237060712,10028,10068,10048,40,10028,81
16337395288,10028,10068,10048,40,10028,81
16437722558,10028,10030,10029,2,10028,81
16537929694,9974,10030,10002,56,9974,38
16638254125,9974,10030,10002,56,9974,38
16738581074,9974,10030,10002,56,9974,38
16838849775,10048,10068,10058,20,10030,63
16939042022,10048,10068,10058,20,10030,63
17039304892,10048,10068,10058,20,10030,63
17139650718,10048,10068,10058,20,10030,63
17239981201,10048,10079,10063,31,10079,27
17340191898,10048,10079,10063,31,10079,27
17440519923,10048,10079,10063,31,10079,27
17540702162,10048,10079,10063,31,10079,27
17640905115,10048,10082,10065,34,10082,10
17741160501,10048,10084,10066,36,10084,22
17841419237,10014,10084,10049,70,10014,57
17941552267,10014,10084,10049,70,10014,57
18041745078,10044,10084,10064,40,10014,57
18141918744,10044,10084,10064,40,10084,51
18242140498,10044,10084,10064,40,10044,68
18342497538,10014,10084,10049,70,10014,20
18442791078,10014,10084,10049,70,10014,20
18543107951,10014,10084,10049,70,10014,20
18643386515,10014,10084,10049,70,10014,20
18743569014,10014,10084,10049,70,10014,20
18843733923,10017,10084,10050,67,10014,20
18943953034,10017,10084,10050,67,10017,11
19044085001,10017,10068,10042,51,10017,11
19144203683,9966,10068,10017,102,9966,1
19244459066,9966,10038,10002,72,9966,1
19344637633,9966,10038,10002,72,9966,1
19444917934,9966,10038,10002,72,9966,1
19545291642,9966,10038,10002,72,9966,1
19645533441,9966,10038,10002,72,9966,1
19745834128,9966,10038,10002,72,9966,1
19846159668,9962,10038,10000,76,9962,53
19946483293,9962,10038,10000,76,9962,53
20046664213,9990,10038,10014,48,9962,53
20146966988,9990,10038,10014,48,10038,13
20247240216,9990,10038,10014,48,10038,22
20347556634,9990,10038,10014,48,9990,19
20447744438,9990,10038,10014,48,9990,19
20548066526,9911,10038,9974,127,9962,2
20648391617,9911,10040,9975,129,10040,1
20748780337,9883,10040,9961,157,9883,10
20848931002,9883,9933,9908,50,9883,10
20949185571,9883,9914,9898,31,9883,10
21049374918,9883,10040,9961,157,10040,15
21149556459,10057,10068,10062,11,10040,24
21249853511,9883,10068,9975,185,9883,31
21350184864,9883,10068,9975,185,9883,31
21450466079,9883,10068,9975,185,9883,31
21550803490,9883,10068,9975,185,9883,24
21651148128,9883,10025,9954,142,9883,24
21751441433,9867,10025,9946,158,9867,62
21851706284,9867,10025,9946,158,9867,62
21951975510,9867,10025,9946,158,9867,62
22052243815,9913,10025,9969,112,9867,62
22152538339,9913,10023,9968,110,9867,62
22252717081,9913,10023,9968,110,9867,62
22352875463,9913,10023,9968,110,9913,56
22453209520,9944,10023,9983,79,9913,56
22553507191,9944,10013,9978,69,9913,56
22653810935,9867,10013,9940,146,9867,6
22754155004,9867,10013,9940,146,9867,6
22854413753,9867,10013,9940,146,10013,12
22954715452,9867,10013,9940,146,10013,12
23055036869,9867,10013,9940,146,10013,12
23155401035,9867,10013,9940,146,10013,12
23255691028,9867,10003,9935,136,10013,12
23355902189,9867,10003,9935,136,10013,12
23456283002,9944,10003,9973,59,10013,12
23556583100,10011,10013,10012,2,10003,36
23656774884,10011,10013,10012,2,10003,36
23757051656,10011,10013,10012,2,10003,36
23857457469,10011,10013,10012,2,10003,36
23957641561,10011,10023,10017,12,10023,1
24057830040,10011,10023,10017,12,10023,1
24158007208,9960,9997,9978,37,10011,9
24258177348,9944,9997,9970,53,9944,5
24358455167,9944,9997,9970,53,9944,5
24458624228,9944,10023,9983,79,10023,16
24558805513,9944,10023,9983,79,10023,16
24658988059,9944,10023,9983,79,10023,16
24759302773,9944,10023,9983,79,10023,16
24859648360,9944,10023,9983,79,9944,26
24959850781,9944,10025,9984,81,10025,74
25060235927,9944,10041,9992,97,10041,18
25160564354,9944,10041,9992,97,10041,18
25260835879,9944,10041,9992,97,9944,23
25361171782,9944,9982,9963,38,9944,23
25461518720,9944,9982,9963,38,9944,23
25561669845,9944,9982,9963,38,9944,23
25661976405,9910,9982,9946,72,9910,35
25762317200,9918,9982,9950,64,9910,35
25862534800,9932,9982,9957,50,9910,35
25962720029,9932,9982,9957,50,9910,35
26062924545,9932,9982,9957,50,9910,35
26163239598,9932,9982,9957,50,9982,20
26263555246,9932,9982,9957,50,9982,20
26363922802,9932,9982,9957,50,9982,20
26464264190,9932,9982,9957,50,9982,20
26564661218,9932,10036,9984,104,10036,2
26664862902,9932,10036,9984,104,10036,2
26765057403,9932,10036,9984,104,10036,51
26865365777,9932,10041,9986,109,10041,5
26965619562,9932,10041,9986,109,9932,48
27065910851,9948,10041,9994,93,9932,48
27166251602,9929,10041,9985,112,9929,24
27266612897,9918,10041,9979,123,9918,12
27366950127,9918,10041,9979,123,9918,12
27467231487,10054,10068,10061,14,10041,4
27567550582,10054,10068,10061,14,10041,4
27667716924,10054,10068,10061,14,10041,4
27768030549,10054,10068,10061,14,10041,4
27868413870,9932,10068,10000,136,9932,48
27968616789,9932,10068,10000,136,9932,48
28068775893,9932,10068,10000,136,10068,11
28169041879,9932,10024,9978,92,10068,11
28269405978,9932,10024,9978,92,10068,11
28369731591,9932,10024,9978,92,10068,11
28470064469,10000,10024,10012,24,10068,11
28570322061,10000,10024,10012,24,10024,14
28670647964,10000,10068,10034,68,10068,38
28770844455,10000,10068,10034,68,10068,38
28871052089,9918,10068,9993,150,9932,28
28971397871,9910,10068,9989,158,9910,5
29071582939,9931,10068,9999,137,9910,5
29171917311,10002,10068,10035,66,9910,5
29272274679,10002,10068,10035,66,10068,23
29372596512,10002,10068,10035,66,10002,38
29472782916,10002,10068,10035,66,10002,38
29572971301,10002,10068,10035,66,10068,15
29673370424,10002,10068,10035,66,10068,15
29773630282,10002,10068,10035,66,10002,16
29873837866,10002,10068,10035,66,10002,16
29974112714,9960,10068,10014,108,9960,33
30074316089,9960,9991,9975,31,9960,33
30174638563,9960,9991,9975,31,9960,33
30274813185,9960,9962,9961,2,9960,33
30374995384,9960,9962,9961,2,9962,54
30475270287,9960,9991,9975,31,9991,32
30575465884,9960,9991,9975,31,9991,32
30675640937,9960,10070,10015,110,10070,57
30775815508,9960,10070,10015,110,10070,57
30875983998,9960,10070,10015,110,10070,57
30976319322,9960,10079,10019,119,10079,19
31076643204,9960,10079,10019,119,9960,18
31176834625,9960,10079,10019,119,9960,33
31277122094,9960,9979,9969,19,9960,33
31377389384,9960,9979,9969,19,9960,33
31477576451,9960,9979,9969,19,9960,33
31577919122,9910,9918,9914,8,9931,21
31678295862,9910,9918,9914,8,9931,21
31778596282,9910,9918,9914,8,9910,11
31878775104,9910,9918,9914,8,9910,32
31978929350,9910,9979,9944,69,9979,10
32079172544,9910,9979,9944,69,9910,25
32179416338,9910,9979,9944,69,9910,17
32279607593,9910,9979,9944,69,9910,17
32379785801,9939,9979,9959,40,9910,17
32479991255,9867,9979,9923,112,9867,9
32580302744,9867,9979,9923,112,9867,9
32680540940,9867,9979,9923,112,9867,9
32780911440,9874,9979,9926,105,9867,9
32881107963,9874,9979,9926,105,9979,25
32981402748,9874,9979,9926,105,9979,32
33081569555,9874,9882,9878,8,9979,32
33181862782,9874,9979,9926,105,9979,12
33282027505,9874,10042,9958,168,10042,33
33382235068,9874,10042,9958,168,10042,33
33482495045,9874,9998,9936,124,10042,33
33582758069,9874,9998,9936,124,10042,33
33682963848,9874,9998,9936,124,10042,33
33783290317,9874,9998,9936,124,10042,33
33883556308,9874,9998,9936,124,10042,33
33983729831,9874,10042,9958,168,10042,30
34083942536,9874,10041,9957,167,10042,30
34184282887,10003,10041,10022,38,10042,30
34284472316,10003,10041,10022,38,10042,30
34384627978,10003,10041,10022,38,10042,30
34484901032,10003,10042,10022,39,10042,10
34585155639,10003,10042,10022,39,10003,38
34685371453,10003,10042,10022,39,10003,38
34785527606,10003,10020,10011,17,10003,38
34885694653,10003,10020,10011,17,10003,38
34985976476,10003,10081,10042,78,10081,19
35086163704,10003,10081,10042,78,10003,53
35186319158,9924,9968,9946,44,9986,81
35286535364,9924,9968,9946,44,9924,18
35386732357,10012,10081,10046,69,9968,5
35486924399,10012,10035,10023,23,9968,5
35587197601,10012,10035,10023,23,9968,5
35687486488,10012,10035,10023,23,9968,5
35787738756,10012,10035,10023,23,9968,5
35887991203,10012,10035,10023,23,9968,5
35988189982,9924,10035,9979,111,9924,8
36088478984,9924,10035,9979,111,9924,8
36188654004,9924,10032,9978,108,9924,8
36288841587,9924,10032,9978,108,9924,8
36389133873,9905,9922,9913,17,9924,2
36489416072,9905,9922,9913,17,9924,2
36589634202,9905,9922,9913,17,9924,2
36689825747,9887,9922,9904,35,9887,20
36790029163,9887,9922,9904,35,9922,10
36890390775,9887,9944,9915,57,9944,31
36990695849,9887,9944,9915,57,9944,31
37090878396,9887,9944,9915,57,9944,31
37191186810,9887,10032,9959,145,10032,7
37291389385,9887,10032,9959,145,10032,7
37391538586,9874,10032,9953,158,9874,32
37491705894,9922,10032,9977,110,9874,32
37591956578,9922,10032,9977,110,9874,32
37692244364,10014,10032,10023,18,9874,32
37792571985,10014,10032,10023,18,9874,32
37892846983,10014,10032,10023,18,10032,32
37993189077,10014,10032,10023,18,10032,32
38093379402,10014,10032,10023,18,10032,32
38193651378,10014,10032,10023,18,10032,32
38293914709,9957,10032,9994,75,9957,9
38394247881,9982,10032,10007,50,9957,9
38494500783,9982,10032,10007,50,9957,9
38594698212,9957,9961,9959,4,9982,46
38694982297,9957,9961,9959,4,9961,14
38795290552,9957,9961,9959,4,9961,14
38895520270,9957,9961,9959,4,9961,14
38995800158,9957,9961,9959,4,9961,14
39095987441,9957,9961,9959,4,9957,14
39196413607,10030,10032,10031,2,9961,11
39296601424,10030,10032,10031,2,9961,11
39396875664,10030,10032,10031,2,9961,11
39497203162,10030,10032,10031,2,10030,63
39597504659,9922,9948,9935,26,9954,15
39697715465,9922,9948,9935,26,9954,15
39797886507,9922,9948,9935,26,9954,15
39898219931,9922,10032,9977,110,10032,2
39998599349,9955,10032,9993,77,10032,2
40098774140,9955,10032,9993,77,9955,49
40199080748,9955,10032,9993,77,9955,49
40299381074,10007,10032,10019,25,9955,49
40399554113,10007,10032,10019,25,9955,49
40499827839,10007,10032,10019,25,9955,49
40600170562,9955,9995,9975,40,10007,15
40700506673,9955,9995,9975,40,9995,10
40800661904,9955,10032,9993,77,10032,6
40900821163,9922,10032,9977,110,9922,37
41001027293,9922,10032,9977,110,9922,37
41101414396,9922,9929,9925,7,9922,37
41201704166,9922,9929,9925,7,9922,37
41301881972,9922,9929,9925,7,9929,30
41402190801,9924,9929,9926,5,9929,30
41502540221,9924,9929,9926,5,9929,30
41602838856,9924,10035,9979,111,10035,37
41703165328,9924,10035,9979,111,10035,40
41803493143,9924,10035,9979,111,10035,40
41903677355,9924,10052,9988,128,10052,15
42003855155,9924,10052,9988,128,10052,15
42104174214,9951,10052,10001,101,10052,15
42204443374,9951,10052,10001,101,10052,50
42304743049,9951,10052,10001,101,10052,50
42404923583,9924,10052,9988,128,9924,10
42505061064,9924,10052,9988,128,9924,10
42605395658,9924,10084,10004,160,10084,6
42705598535,9924,10084,10004,160,10084,6
42805852430,9922,10084,10003,162,9922,2
42906184621,9954,10084,10019,130,9922,2
43006521471,9954,10091,10022,137,10091,5
43106709616,9954,10091,10022,137,10091,5
43206907213,10081,10091,10086,10,10091,5
43307186971,10081,10091,10086,10,10091,5
43407482576,10081,10091,10086,10,10081,66
43507777337,9954,10000,9977,46,10081,19
43608112845,9954,10000,9977,46,10081,19
43708412239,9954,10000,9977,46,10081,19
43808692512,9998,10000,9999,2,10081,19
43908890229,9922,10000,9961,78,9922,1
44009096686,9922,10000,9961,78,9922,1
44109435084,9922,10000,9961,78,9922,1
44209733750,9922,10000,9961,78,9922,1
44310157977,9915,10000,9957,85,9915,26
44410494778,9925,10000,9962,75,9915,26
44510856790,9930,10000,9965,70,9915,26
44611038152,9930,10000,9965,70,9915,26
44711393795,9930,10000,9965,70,9915,26
44811551183,9930,10000,9965,70,9915,26
44911843022,9930,10000,9965,70,10000,40
45012227206,9925,10000,9962,75,9925,35
45112610646,9925,10000,9962,75,9925,35
45212789118,9968,10000,9984,32,9925,35
45312983185,10012,10074,10043,62,10008,12
45413314083,10012,10074,10043,62,10008,12
45513631303,10012,10074,10043,62,10008,12
45613806221,10012,10074,10043,62,10012,33
45714126714,10012,10074,10043,62,10074,26
45814386900,10012,10074,10043,62,10074,54
45914663124,10012,10074,10043,62,10074,54
46015024414,9968,10074,10021,106,9968,14
46115305331,9968,10074,10021,106,10074,17
46215543441,9968,10027,9997,59,10074,17
46315920795,9968,10027,9997,59,10074,17
46416174003,9968,10091,10029,123,10091,44
46516489844,9915,10091,10003,176,9915,5
46616762871,9915,10091,10003,176,9915,5
46716948076,9915,10036,9975,121,9915,5
46817235101,9915,9921,9918,6,9915,5
46917509806,9915,10036,9975,121,10036,5
47017841911,9915,10036,9975,121,10036,60
47118238077,10041,10091,10066,50,10036,31
47218523027,10041,10091,10066,50,10036,31
47318719688,9960,9998,9979,38,10041,13
47418907885,9960,9998,9979,38,10041,13
47519242407,9915,9998,9956,83,9915,29
47619544232,9915,9998,9956,83,9915,29
47719856282,9909,9998,9953,89,9909,8
47820171407,9909,9998,9953,89,9998,10
47920376206,9909,9977,9943,68,9998,10
48020648244,9909,9977,9943,68,9998,10
48120831223,9898,9977,9937,79,9898,14
48221050634,9898,9977,9937,79,9898,14
48321256390,9903,9977,9940,74,9898,14
48421576672,9925,9977,9951,52,9898,14
48521893140,9925,9977,9951,52,9977,46
48622245709,9972,9977,9974,5,9977,46
48722584341,9972,9977,9974,5,9977,46
48822906322,9972,9977,9974,5,9977,25
48923276856,9903,9977,9940,74,9903,35
49023481717,9903,9977,9940,74,9903,35
49123807880,9971,9977,9974,6,9903,35
49224135030,9971,9977,9974,6,9971,30
49324484497,9903,9931,9917,28,9971,2
49424783454,9903,9931,9917,28,9931,16
49525109860,9903,9931,9917,28,9931,16
49625488547,9946,9977,9961,31,9931,17
49725771690,9946,9977,9961,31,9931,17
49826113253,9946,9977,9961,31,9931,17
49926509848,9965,9977,9971,12,9931,17
50026690912,9965,9977,9971,12,9965,71
50126861169,9965,10005,9985,40,10005,6
50227214108,9965,10005,9985,40,10005,6
50327571638,9965,9974,9969,9,10005,6
50427948447,9965,9974,9969,9,10005,6
50528256241,10008,10016,10012,8,10005,10
50628568420,10008,10016,10012,8,10005,10
50728895723,9898,10016,9957,118,9898,25
50829084081,9898,10016,9957,118,9898,25
50929453721,9882,10016,9949,134,9882,14
51029742605,9882,10016,9949,134,9882,14
51130034659,9882,10016,9949,134,9882,14
51230446232,9882,10016,9949,134,9882,14
51330742797,9983,10016,9999,33,9882,14
51431073025,9983,10020,10001,37,10020,19
51531395948,9983,10020,10001,37,10020,9
51631586426,9983,10042,10012,59,10042,34
51731772729,9983,9985,9984,2,10042,34
51831964419,9983,9985,9984,2,10042,34
51932138484,9983,9985,9984,2,10042,34
52032419809,10039,10042,10040,3,9985,25
52132609109,10039,10042,10040,3,9985,25
52232972423,9983,10000,9991,17,10039,5
52333235747,9983,10000,9991,17,10039,5
52433496600,9983,10000,9991,17,10039,5
52533674143,9983,10042,10012,59,10042,15
52633854732,9993,10042,10017,49,10042,15
52734184388,9993,10042,10017,49,10042,15
52834518252,9993,10042,10017,49,10042,15
52934812039,9942,10042,9992,100,9942,24
53035143834,9942,10056,9999,114,10056,52
53135451527,9942,10056,9999,114,10056,52
53235775936,10009,10056,10032,47,10056,52
53336061139,10009,10056,10032,47,10056,52
53436390616,10009,10067,10038,58,10067,37
53536680477,10009,10091,10050,82,10091,36
53636891430,10009,10045,10027,36,10091,36
53737092727,9920,10045,9982,125,9920,8
53837394731,9920,10045,9982,125,9920,8
53937658691,9920,10045,9982,125,9920,8
54037853822,9882,9917,9899,35,9920,63
54138125959,9882,9917,9899,35,9920,63
54238404717,9882,9917,9899,35,9920,63
54338677232,9882,9917,9899,35,9917,15
54438876232,9882,9917,9899,35,9917,15
54539193855,9882,9917,9899,35,9917,17
54639570527,9930,10035,9982,105,9917,3
54739760107,9930,9947,9938,17,9917,3
54839975554,9930,9947,9938,17,9917,3
54940279902,9882,9947,9914,65,9930,56
55040630477,9882,9947,9914,65,9930,56
55140903677,9882,9951,9916,69,9951,12
55241106417,9882,9951,9916,69,9951,12
55341437760,9882,9975,9928,93,9975,29
55441613779,9882,9975,9928,93,9882,19
55541799068,9882,9975,9928,93,9975,16
55642118895,9976,10035,10005,59,9975,21
55742463250,9976,10035,10005,59,9975,21
55842657027,9919,9961,9940,42,9976,35
55942998354,9919,10035,9977,116,10035,55
56043277689,9919,10035,9977,116,10035,55
56143586983,9978,10035,10006,57,10035,55
56243766057,9919,10035,9977,116,9978,22
56344118841,9874,10035,9954,161,9874,24
56444487838,9874,10091,9982,217,10091,18
56544659294,9874,9892,9883,18,10091,18
56644830603,9874,9892,9883,18,10091,18
56745091113,9874,9892,9883,18,9892,15
56845400256,10000,10091,10045,91,9892,21
56945708813,10000,10077,10038,77,9892,21
57045890139,10000,10077,10038,77,9892,21
57146047585,10000,10012,10006,12,9892,21
57246404245,9874,9940,9907,66,10000,34
57346592666,9874,9940,9907,66,10000,34
57446925261,9874,9940,9907,66,10000,34
57547086316,9874,9940,9907,66,10000,34
57647423059,9874,9940,9907,66,10000,34
57747595409,9874,9940,9907,66,10000,34
57847789154,9874,9908,9891,34,10000,34
57948110144,9874,9908,9891,34,9908,84
58048408562,9865,9908,9886,43,9865,22
58148588203,9865,10006,9935,141,10006,26
58248765458,9900,10006,9953,106,10006,26
58349079124,9900,10006,9953,106,10006,43
58449279766,9900,10006,9953,106,10006,43
58549470444,9900,10006,9953,106,10006,43
58649830494,9900,10006,9953,106,10006,43
58750021277,9900,10006,9953,106,10006,43
58850412103,9885,10006,9945,121,9885,18
58950606089,9956,10006,9981,50,9885,18
59050799437,9956,10006,9981,50,9885,18
59150993816,9956,10025,9990,69,10025,12
59251314879,9956,10079,10017,123,10079,19
59351564972,9956,10078,10017,122,10079,19
59451735489,9956,10078,10017,122,10079,19
59552138600,9956,10078,10017,122,10079,19
59652517012,10001,10078,10039,77,10079,19
59752802051,10001,10079,10040,78,10079,15
59853117899,9956,10079,10017,123,9956,7
59953514873,9956,10079,10017,123,9956,7
60053792541,9956,10079,10017,123,9956,7
60153974013,9956,10091,10023,135,10091,2
60254313407,9956,10091,10023,135,10091,2
60354655902,9956,10091,10023,135,9956,19
60454994330,9956,10091,10023,135,9956,19
60555288248,9956,10092,10024,136,10092,32
60655608981,9976,10092,10034,116,10092,32
60756006542,9976,10002,9989,26,10092,32
60856357924,9976,10002,9989,26,10002,76
60956641790,9976,10002,9989,26,10002,76
61057049936,9976,10002,9989,26,9976,79
61157249941,9976,10093,10034,117,10093,44
61257554062,9976,10093,10034,117,10093,44
61357842532,9976,10063,10019,87,10093,44
61458166961,9976,10063,10019,87,10093,44
61558356806,9921,10063,9992,142,9921,7
61658560516,9921,10063,9992,142,9921,7
61758724459,9959,10063,10011,104,9921,7
61858939957,9959,10063,10011,104,9921,7
61959267204,9959,10021,9990,62,9921,7
62059467823,9959,10021,9990,62,9921,7
62159632334,9959,10021,9990,62,9921,7
62259951093,9959,10017,9988,58,9921,7
62360262351,9959,10017,9988,58,10017,55
62460564405,9939,10017,9978,78,9939,5
62560853561,9939,10017,9978,78,9939,5
62661167705,9939,10017,9978,78,9939,51
62761446476,9939,10017,9978,78,9939,51
62861813376,9939,10017,9978,78,9939,51
62961990824,9939,10017,9978,78,9939,19
63062299218,9939,10017,9978,78,9939,19
63162530482,9939,10017,9978,78,9939,19
63262715029,9939,9951,9945,12,9939,19
63362925355,9967,10017,9992,50,9951,28
63463254539,9967,10017,9992,50,9951,28
63563550832,9967,10017,9992,50,10017,21
63663861194,9967,10017,9992,50,10017,21
63764165809,9967,10017,9992,50,10017,21
63864509339,9967,10017,9992,50,10017,21
63964778668,9967,10017,9992,50,9967,24
64064991973,9967,10017,9992,50,9967,24
64165152286,9921,10017,9969,96,9921,10
64265542354,9921,10017,9969,96,9921,10
64365792971,9909,10017,9963,108,9909,22
64466081812,9909,10017,9963,108,9909,22
64566354123,9909,9945,9927,36,9909,22
64666613658,9909,10021,9965,112,10021,16
64766812908,9909,10021,9965,112,10021,16
64867060557,9909,9980,9944,71,10021,16
64967243411,9909,10036,9972,127,10036,4
65067611765,9909,10036,9972,127,10036,4
65167782860,9909,10036,9972,127,10036,4
65268029933,9909,9998,9953,89,10036,4
65368206195,9909,9998,9953,89,10036,4
65468560748,9909,10036,9972,127,10036,31
65568747856,9909,10036,9972,127,10036,31
65668950669,9909,10036,9972,127,10036,31
65769140801,9909,10036,9972,127,10036,31
65869312451,9909,10036,9972,127,10036,31
65969675890,9909,10036,9972,127,10036,31
66069846116,10011,10036,10023,25,10036,31
66170012419,10011,10036,10023,25,10036,31
66270164033,10011,10036,10023,25,10036,31
66370476537,9900,10036,9968,136,9900,19
66470790802,9900,10042,9971,142,10042,10
